emergency_id,baseline_route_distance,baseline_route_eta,uk_route_distance,uk_route_eta,traffic_conditions,selected_route
REQ02662,1.6,4,1.6,4,HEAVY,ROUTE-PRIMARY
REQ02663,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02664,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ02665,1.4,5,1.4,5,HEAVY,ROUTE-PRIMARY
REQ02666,3.2,9,3.2,9,MODERATE,ROUTE-PRIMARY
REQ02667,1.1,3,1.1,3,MODERATE,ROUTE-PRIMARY
REQ02668,2.5,8,2.5,8,HEAVY,ROUTE-PRIMARY
REQ02669,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02670,0.8,3,0.8,3,MODERATE,ROUTE-PRIMARY
REQ02671,3.4,9,3.4,9,NORMAL,ROUTE-PRIMARY
REQ02672,2.5,5,2.5,5,NORMAL,ROUTE-PRIMARY
REQ02673,1.6,3,1.6,3,NORMAL,ROUTE-PRIMARY
REQ02674,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02675,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02676,2.8,8,2.8,8,NORMAL,ROUTE-PRIMARY
REQ02677,2.6,7,2.6,7,HEAVY,ROUTE-PRIMARY
REQ02678,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02679,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02680,3.3,8,3.3,8,NORMAL,ROUTE-PRIMARY
REQ02681,1.6,4,1.6,4,MODERATE,ROUTE-PRIMARY
REQ02682,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02683,1.3,3,1.3,3,HEAVY,ROUTE-PRIMARY
REQ02684,0.8,2,0.8,2,MODERATE,ROUTE-PRIMARY
REQ02685,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ02686,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02687,2.4,9,2.4,9,MODERATE,ROUTE-PRIMARY
REQ02688,6.1,12,6.1,12,MODERATE,ROUTE-PRIMARY
REQ02689,1.7,6,1.7,6,HEAVY,ROUTE-PRIMARY
REQ02690,2,8,2,8,MODERATE,ROUTE-PRIMARY
REQ02691,2.8,7,2.8,7,MODERATE,ROUTE-PRIMARY
REQ02692,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ02693,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02694,2.5,9,2.5,9,NORMAL,ROUTE-PRIMARY
REQ02695,2.9,8,2.9,8,NORMAL,ROUTE-PRIMARY
REQ02696,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ02697,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ02698,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ02699,5.2,14,5.2,14,NORMAL,ROUTE-PRIMARY
REQ02700,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ02701,1.1,4,1.1,4,NORMAL,ROUTE-PRIMARY
REQ02702,1.5,6,1.5,6,MODERATE,ROUTE-PRIMARY
REQ02703,2.2,4,2.2,4,NORMAL,ROUTE-PRIMARY
REQ02704,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ02705,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02706,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02707,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02708,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02709,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ02710,3.4,9,3.4,9,NORMAL,ROUTE-PRIMARY
REQ02711,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02712,2.2,8,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02713,2.4,7,2.4,7,HEAVY,ROUTE-PRIMARY
REQ02714,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ02715,1.5,5,1.5,5,NORMAL,ROUTE-PRIMARY
REQ02716,5.2,9,5.2,9,HEAVY,ROUTE-PRIMARY
REQ02717,15.8,27,15.8,27,NORMAL,ROUTE-PRIMARY
REQ02718,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02719,0.8,2,0.8,2,HEAVY,ROUTE-PRIMARY
REQ02720,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02721,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02722,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02723,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02724,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02725,3.2,7,3.2,7,HEAVY,ROUTE-PRIMARY
REQ02726,1.6,5,1.6,5,NORMAL,ROUTE-PRIMARY
REQ02727,3.2,7,3.2,7,NORMAL,ROUTE-PRIMARY
REQ02728,4,8,4,8,HEAVY,ROUTE-PRIMARY
REQ02729,2.5,7,2.5,7,MODERATE,ROUTE-PRIMARY
REQ02730,3.3,6,3.3,6,NORMAL,ROUTE-PRIMARY
REQ02731,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02732,2.7,8,2.7,8,MODERATE,ROUTE-PRIMARY
REQ02733,2.6,7,2.6,7,NORMAL,ROUTE-PRIMARY
REQ02734,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02735,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02736,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02737,0.4,2,0.4,1,HEAVY,ROUTE-PRIMARY
REQ02738,2.6,10,2.6,10,NORMAL,ROUTE-PRIMARY
REQ02739,3,10,3,10,NORMAL,ROUTE-PRIMARY
REQ02740,1.4,5,1.4,5,NORMAL,ROUTE-PRIMARY
REQ02741,1.5,6,1.5,6,MODERATE,ROUTE-PRIMARY
REQ02742,1.7,4,1.7,4,MODERATE,ROUTE-PRIMARY
REQ02743,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02744,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02745,3.1,7,3.1,7,NORMAL,ROUTE-PRIMARY
REQ02746,2.4,6,2.4,6,NORMAL,ROUTE-PRIMARY
REQ02747,1,2,1,2,MODERATE,ROUTE-PRIMARY
REQ02748,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02749,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02750,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02751,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02752,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ02753,3.7,8,3.7,8,MODERATE,ROUTE-PRIMARY
REQ02754,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ02755,7.2,14,7.2,14,NORMAL,ROUTE-PRIMARY
REQ02756,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ02757,2.4,7,2.4,7,MODERATE,ROUTE-PRIMARY
REQ02758,1.3,4,1.3,4,HEAVY,ROUTE-PRIMARY
REQ02759,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02760,3.3,10,3.3,9,NORMAL,ROUTE-PRIMARY
REQ02761,2,6,2,5,MODERATE,ROUTE-PRIMARY
REQ02762,3.8,10,3.8,10,MODERATE,ROUTE-PRIMARY
REQ02763,1.1,2,1.1,2,MODERATE,ROUTE-PRIMARY
REQ02764,1,4,1,4,NORMAL,ROUTE-PRIMARY
REQ02765,1.8,5,1.8,5,MODERATE,ROUTE-PRIMARY
REQ02766,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02767,1.9,5,1.9,5,HEAVY,ROUTE-PRIMARY
REQ02768,1.8,6,1.8,6,NORMAL,ROUTE-PRIMARY
REQ02769,1.7,5,1.7,5,NORMAL,ROUTE-PRIMARY
REQ02770,0.7,3,0.7,3,HEAVY,ROUTE-PRIMARY
REQ02771,2.3,6,2.3,6,NORMAL,ROUTE-PRIMARY
REQ02772,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02773,2,7,2,7,HEAVY,ROUTE-PRIMARY
REQ02774,2.4,4,2.4,4,NORMAL,ROUTE-PRIMARY
REQ02775,2.8,6,2.8,6,NORMAL,ROUTE-PRIMARY
REQ02776,3.7,11,3.7,10,NORMAL,ROUTE-PRIMARY
REQ02777,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ02778,1.1,4,1.1,4,MODERATE,ROUTE-PRIMARY
REQ02779,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02780,1,3,1,3,MODERATE,ROUTE-PRIMARY
REQ02781,2.3,8,2.3,8,MODERATE,ROUTE-PRIMARY
REQ02782,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02783,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02784,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ02785,3.3,9,3.3,9,NORMAL,ROUTE-PRIMARY
REQ02786,3.6,8,3.6,8,MODERATE,ROUTE-PRIMARY
REQ02787,2.4,7,2.4,7,NORMAL,ROUTE-PRIMARY
REQ02788,3,9,3,9,NORMAL,ROUTE-PRIMARY
REQ02789,0.7,2,0.7,1,MODERATE,ROUTE-PRIMARY
REQ02790,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ02791,3.2,10,3.2,10,NORMAL,ROUTE-PRIMARY
REQ02792,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ02793,2.2,8,2.2,8,MODERATE,ROUTE-PRIMARY
REQ02794,16.9,30,16.9,30,NORMAL,ROUTE-PRIMARY
REQ02795,2.3,8,2.3,8,MODERATE,ROUTE-PRIMARY
REQ02796,1.8,7,1.8,7,MODERATE,ROUTE-PRIMARY
REQ02797,2.1,7,2.1,7,HEAVY,ROUTE-PRIMARY
REQ02798,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02799,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02800,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02801,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ02802,1.7,6,1.7,6,MODERATE,ROUTE-PRIMARY
REQ02803,1.3,4,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02804,2.8,6,2.8,6,NORMAL,ROUTE-PRIMARY
REQ02805,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02806,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ02807,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02808,2,6,2,6,NORMAL,ROUTE-PRIMARY
REQ02809,1.2,4,1.2,4,HEAVY,ROUTE-PRIMARY
REQ02810,8,20,8,20,NORMAL,ROUTE-PRIMARY
REQ02811,4.1,12,4.1,12,NORMAL,ROUTE-PRIMARY
REQ02812,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02813,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ02814,5.5,11,5.5,11,MODERATE,ROUTE-PRIMARY
REQ02815,2.3,6,2.3,6,HEAVY,ROUTE-PRIMARY
REQ02816,1.5,6,1.5,6,NORMAL,ROUTE-PRIMARY
REQ02817,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02818,0.4,2,0.4,1,HEAVY,ROUTE-PRIMARY
REQ02819,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02820,2,6,2,6,MODERATE,ROUTE-PRIMARY
REQ02821,1,4,1,4,MODERATE,ROUTE-PRIMARY
REQ02822,1.3,5,1.3,5,NORMAL,ROUTE-PRIMARY
REQ02823,1.5,4,1.5,4,NORMAL,ROUTE-PRIMARY
REQ02824,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02825,0.9,3,0.9,3,MODERATE,ROUTE-PRIMARY
REQ02826,1.4,4,1.4,4,MODERATE,ROUTE-PRIMARY
REQ02827,1.8,6,1.8,6,HEAVY,ROUTE-PRIMARY
REQ02828,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ02829,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02830,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02831,1.6,5,1.6,4,NORMAL,ROUTE-PRIMARY
REQ02832,2.9,11,2.9,11,NORMAL,ROUTE-PRIMARY
REQ02833,1.1,4,1.1,4,HEAVY,ROUTE-PRIMARY
REQ02834,1.9,7,1.9,7,MODERATE,ROUTE-PRIMARY
REQ02835,2.7,6,2.7,6,NORMAL,ROUTE-PRIMARY
REQ02836,0.9,3,0.9,3,HEAVY,ROUTE-PRIMARY
REQ02837,1.8,4,1.8,4,NORMAL,ROUTE-PRIMARY
REQ02838,1.6,6,1.6,6,MODERATE,ROUTE-PRIMARY
REQ02839,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02840,4,12,4,12,NORMAL,ROUTE-PRIMARY
REQ02841,1.5,4,1.5,4,MODERATE,ROUTE-PRIMARY
REQ02842,1.1,3,1.1,3,HEAVY,ROUTE-PRIMARY
REQ02843,3.5,11,3.5,11,MODERATE,ROUTE-PRIMARY
REQ02844,1.9,7,1.9,7,NORMAL,ROUTE-PRIMARY
REQ02845,3.3,10,3.3,10,NORMAL,ROUTE-PRIMARY
REQ02846,1.8,7,1.8,7,NORMAL,ROUTE-PRIMARY
REQ02847,2.4,8,2.4,8,NORMAL,ROUTE-PRIMARY
REQ02848,2.4,9,2.4,9,NORMAL,ROUTE-PRIMARY
REQ02849,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ02850,1.8,4,1.8,4,MODERATE,ROUTE-PRIMARY
REQ02851,4.6,13,4.6,13,HEAVY,ROUTE-PRIMARY
REQ02852,2.4,8,2.4,8,MODERATE,ROUTE-PRIMARY
REQ02853,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02854,1.7,4,1.7,4,NORMAL,ROUTE-PRIMARY
REQ02855,3.3,9,3.3,9,MODERATE,ROUTE-PRIMARY
REQ02856,3.6,10,3.6,10,NORMAL,ROUTE-PRIMARY
REQ02857,1.8,5,1.8,5,NORMAL,ROUTE-PRIMARY
REQ02858,1.3,5,1.3,5,MODERATE,ROUTE-PRIMARY
REQ02859,2.4,7,2.4,7,MODERATE,ROUTE-PRIMARY
REQ02860,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ02861,2.1,8,2.1,8,MODERATE,ROUTE-PRIMARY
REQ02862,2.8,9,2.8,9,NORMAL,ROUTE-PRIMARY
REQ02863,2.1,6,2.1,6,NORMAL,ROUTE-PRIMARY
REQ02864,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02865,1.7,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ02866,2.3,6,2.3,6,HEAVY,ROUTE-PRIMARY
REQ02867,0.9,2,0.9,2,NORMAL,ROUTE-PRIMARY
REQ02868,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ02869,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02870,4.8,11,4.8,10,NORMAL,ROUTE-PRIMARY
REQ02871,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02872,4.8,13,4.8,13,NORMAL,ROUTE-PRIMARY
REQ02873,1.4,4,1.4,3,NORMAL,ROUTE-PRIMARY
REQ02874,0.3,2,0.3,1,NORMAL,ROUTE-PRIMARY
REQ02875,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02876,1.3,4,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02877,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02878,2.2,5,2.2,4,NORMAL,ROUTE-PRIMARY
REQ02879,2,7,2,7,MODERATE,ROUTE-PRIMARY
REQ02880,2,4,2,4,MODERATE,ROUTE-PRIMARY
REQ02881,1.9,6,1.9,6,NORMAL,ROUTE-PRIMARY
REQ02882,2.2,7,2.2,7,NORMAL,ROUTE-PRIMARY
REQ02883,2.8,7,2.8,7,NORMAL,ROUTE-PRIMARY
REQ02884,2.7,10,2.7,10,NORMAL,ROUTE-PRIMARY
REQ02885,0.9,2,0.9,2,MODERATE,ROUTE-PRIMARY
REQ02886,2.1,5,2.1,5,NORMAL,ROUTE-PRIMARY
REQ02887,2.8,6,2.8,6,NORMAL,ROUTE-PRIMARY
REQ02888,0.7,2,0.7,2,NORMAL,ROUTE-PRIMARY
REQ02889,16.7,31,16.7,31,NORMAL,ROUTE-PRIMARY
REQ02890,2.2,8,2.2,8,NORMAL,ROUTE-PRIMARY
REQ02891,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02892,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02893,3.1,7,3.1,7,NORMAL,ROUTE-PRIMARY
REQ02894,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ02895,4.2,12,4.2,11,NORMAL,ROUTE-PRIMARY
REQ02896,7.8,12,7.8,12,NORMAL,ROUTE-PRIMARY
REQ02897,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02898,1.6,6,1.6,6,MODERATE,ROUTE-PRIMARY
REQ02899,2.7,8,2.7,8,NORMAL,ROUTE-PRIMARY
REQ02900,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02901,1.7,5,1.7,5,MODERATE,ROUTE-PRIMARY
REQ02902,2.3,8,2.3,8,NORMAL,ROUTE-PRIMARY
REQ02903,4.8,9,4.8,9,NORMAL,ROUTE-PRIMARY
REQ02904,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02905,1.9,7,1.9,7,HEAVY,ROUTE-PRIMARY
REQ02906,0.6,2,0.6,2,MODERATE,ROUTE-PRIMARY
REQ02907,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02908,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02909,1.3,3,1.3,3,NORMAL,ROUTE-PRIMARY
REQ02910,2,7,2,7,MODERATE,ROUTE-PRIMARY
REQ02911,2.8,7,2.8,7,HEAVY,ROUTE-PRIMARY
REQ02912,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02913,3.4,8,3.4,8,MODERATE,ROUTE-PRIMARY
REQ02914,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02915,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02916,3,7,3,7,NORMAL,ROUTE-PRIMARY
REQ02917,0.1,2,0.1,1,MODERATE,ROUTE-PRIMARY
REQ02918,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02919,1.2,4,1.2,4,MODERATE,ROUTE-PRIMARY
REQ02920,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02921,6.7,14,6.7,14,NORMAL,ROUTE-PRIMARY
REQ02922,0.7,2,0.7,1,MODERATE,ROUTE-PRIMARY
REQ02923,0.2,2,0.2,1,HEAVY,ROUTE-PRIMARY
REQ02924,2.3,7,2.3,7,NORMAL,ROUTE-PRIMARY
REQ02925,2.7,6,2.7,6,MODERATE,ROUTE-PRIMARY
REQ02926,1.9,5,1.9,5,NORMAL,ROUTE-PRIMARY
REQ02927,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02928,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02929,0.7,2,0.7,2,HEAVY,ROUTE-PRIMARY
REQ02930,2.4,6,2.4,6,NORMAL,ROUTE-PRIMARY
REQ02931,2.8,8,2.8,8,MODERATE,ROUTE-PRIMARY
REQ02932,3.6,11,3.6,11,NORMAL,ROUTE-PRIMARY
REQ02933,2.6,6,2.6,6,NORMAL,ROUTE-PRIMARY
REQ02934,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02935,3.1,8,3.1,8,NORMAL,ROUTE-PRIMARY
REQ02936,2.6,6,2.6,6,MODERATE,ROUTE-PRIMARY
REQ02937,4.7,13,4.7,13,NORMAL,ROUTE-PRIMARY
REQ02938,2.6,8,2.6,8,NORMAL,ROUTE-PRIMARY
REQ02939,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02940,2.3,6,2.3,6,MODERATE,ROUTE-PRIMARY
REQ02941,5.4,15,5.4,15,HEAVY,ROUTE-PRIMARY
REQ02942,0.9,3,0.9,3,NORMAL,ROUTE-PRIMARY
REQ02943,3.1,10,3.1,10,NORMAL,ROUTE-PRIMARY
REQ02944,2.3,8,2.3,8,HEAVY,ROUTE-PRIMARY
REQ02945,1.5,2,1.5,2,NORMAL,ROUTE-PRIMARY
REQ02946,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ02947,1.7,5,1.7,4,NORMAL,ROUTE-PRIMARY
REQ02948,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ02949,0.4,2,0.4,2,NORMAL,ROUTE-PRIMARY
REQ02950,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02951,1,3,1,3,NORMAL,ROUTE-PRIMARY
REQ02952,1.1,3,1.1,3,NORMAL,ROUTE-PRIMARY
REQ02953,1.7,6,1.7,6,NORMAL,ROUTE-PRIMARY
REQ02954,0.6,2,0.6,2,NORMAL,ROUTE-PRIMARY
REQ02955,1.2,4,1.2,4,NORMAL,ROUTE-PRIMARY
REQ02956,3.7,11,3.7,11,NORMAL,ROUTE-PRIMARY
REQ02957,2.1,8,2.1,8,NORMAL,ROUTE-PRIMARY
REQ02958,0.4,2,0.4,1,NORMAL,ROUTE-PRIMARY
REQ02959,1.5,4,1.5,4,HEAVY,ROUTE-PRIMARY
REQ02960,3.2,6,3.2,6,NORMAL,ROUTE-PRIMARY
REQ02961,1.6,6,1.6,6,MODERATE,ROUTE-PRIMARY
REQ02962,3,9,3,8,NORMAL,ROUTE-PRIMARY
REQ02963,1.3,4,1.3,4,MODERATE,ROUTE-PRIMARY
REQ02964,1.2,3,1.2,3,MODERATE,ROUTE-PRIMARY
REQ02965,2.1,7,2.1,7,NORMAL,ROUTE-PRIMARY
REQ02966,0.5,2,0.5,2,NORMAL,ROUTE-PRIMARY
REQ02967,4.3,13,4.3,13,NORMAL,ROUTE-PRIMARY
REQ02968,2.8,7,2.8,7,HEAVY,ROUTE-PRIMARY
REQ02969,3.8,13,3.8,13,NORMAL,ROUTE-PRIMARY
REQ02970,3.6,13,3.6,13,MODERATE,ROUTE-PRIMARY
REQ02971,1,2,1,2,NORMAL,ROUTE-PRIMARY
REQ02972,1.6,4,1.6,4,NORMAL,ROUTE-PRIMARY
REQ02973,1.3,5,1.3,4,NORMAL,ROUTE-PRIMARY
REQ02974,2,7,2,7,NORMAL,ROUTE-PRIMARY
REQ02975,1.5,3,1.5,3,NORMAL,ROUTE-PRIMARY
REQ02976,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ02977,2.1,6,2.1,6,HEAVY,ROUTE-PRIMARY
REQ02978,1.4,5,1.4,5,MODERATE,ROUTE-PRIMARY
REQ02979,0.8,2,0.8,2,NORMAL,ROUTE-PRIMARY
REQ02980,2.3,6,2.3,6,HEAVY,ROUTE-PRIMARY
REQ02981,2.7,10,2.7,10,NORMAL,ROUTE-PRIMARY
REQ02982,2.9,8,2.9,8,MODERATE,ROUTE-PRIMARY
REQ02983,3.7,12,3.7,12,NORMAL,ROUTE-PRIMARY
REQ02984,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02985,0.7,3,0.7,3,NORMAL,ROUTE-PRIMARY
REQ02986,2.2,6,2.2,6,NORMAL,ROUTE-PRIMARY
REQ02987,1.9,6,1.9,6,MODERATE,ROUTE-PRIMARY
REQ02988,1.6,6,1.6,6,NORMAL,ROUTE-PRIMARY
REQ02989,1.4,4,1.4,4,HEAVY,ROUTE-PRIMARY
REQ02990,0.8,3,0.8,3,NORMAL,ROUTE-PRIMARY
REQ02991,2,5,2,5,MODERATE,ROUTE-PRIMARY
REQ02992,2.7,7,2.7,7,NORMAL,ROUTE-PRIMARY
REQ02993,1.2,3,1.2,3,NORMAL,ROUTE-PRIMARY
REQ02994,1.4,4,1.4,4,NORMAL,ROUTE-PRIMARY
REQ02995,1.1,3,1.1,2,HEAVY,ROUTE-PRIMARY
REQ02996,3.4,9,3.4,8,NORMAL,ROUTE-PRIMARY
REQ02997,3.2,6,3.2,6,NORMAL,ROUTE-PRIMARY
REQ02998,2.5,8,2.5,8,NORMAL,ROUTE-PRIMARY
REQ02999,2.2,5,2.2,5,NORMAL,ROUTE-PRIMARY
REQ03000,1.8,6,1.8,5,NORMAL,ROUTE-PRIMARY
